newsletter,wine_name,vendor_description,score,review,price,detail_link
November 2017 Newsletter,"90+ Cellars ""Lot 145"" McMinnville Willamette Valley Pinot Noir 2015",,['89-90'],"(10/2017) McMinnville Pinot Noir for $15.79? Yep. The 90+ guys have done it again, this time delivering a light and fresh Oregon Pinot with plenty of tasty authenticity. Vibrant raspberry and strawberry fruits are backed by green herbs, tomato leaf and red earth. Despite the nervy brightness, the wine gives warmth and texture. A solid bottle of Pinot at very good price.",15.79,https://vinchicago.com/wines/6329-detail
November 2017 Newsletter,Honig Napa Valley Sauvignon Blanc 2016,New vintage of this Vin Chicago favorite!,['89'],"(5/31/2017) ""Grapefruit, lime and lemon zest flavors are crisp and elegant, with a pretty note of chamomile on the finish. Drink now.""",14.99,https://vinchicago.com/wines/6378-detail
November 2017 Newsletter,"Bogle ""Phantom"" Red 2014",,['90'],"(9/27/2017) ""Violet color. Fruity aromas and flavors of chocolate raisins, butter-roasted nuts, hint of crispy bacon, and delicate spices and cola with a silky, bright, dry-yet-fruity medium body and a smooth, medium-long cherry gastrique and sesame seeds finish with silky, dusty tannins and light oak. A tasty and well-balanced red that is sure to please.""",14.99,https://vinchicago.com/wines/6415-detail
November 2017 Newsletter,Catherine Marshall Elgin Valley Sauvignon Blanc 2016,,['91'],"(9/2017) Hailing from South Africa's cool-climate growing region of Elgin, this latest release of the Catherine Marshall Sauvignon Blanc is as stunningly delicious as the previous vintage. The style of this mouthwatering beauty is closer to that of Sancerre then New Zealand. Clean and crisp green apple leads the way with supporting notes of gooseberry, lemon zest and subtle green herbs. The balance is superb with a soft texture, bright acidity and a long finish with underlying minerality. Enjoy this amazing value all week long on its own, or pair it up with fresh salads, seafood, and veggies.",13.99,https://vinchicago.com/wines/6293-detail
November 2017 Newsletter,"Judith Beck ""Ink"" Burgenland Red 2016",,['89'],"(11/2017) While Austrian winemaker Judith Beck is best known for her brilliant high-end red wines, she also makes juicy and deliciously fun everyday wines like ""Ink."" This tasty blend of 80% Zweigelt and 20% St Laurent was fermented entirely in tank using only wild yeasts. Red berried, fresh and lively, this red will be equally perfect with Turkey leftovers as with weeknight fare such as pasta, pizza and tacos.",13.99,https://vinchicago.com/wines/6393-detail
November 2017 Newsletter,Peter Zemmer Alto Adige Pinot Grigio 2016,"For longtime Vin Chicago fans, this one is a blast from the past. The Zemmer Pinot Grigio had a long history with us from around 1990 until the early 2000s - always offering great quality at an affordable price. We had not seen the label in a while, and now it is back and better than we ever remembered!","['90', '95']","(2017) ""Crisp, rich, and particularly elegant with rich aromas and excellent acidity. Flowers blend with tones of green apple and spices on the nose and the palate shows melon and pear-driven fruit notes in a full-bodied style.""",13.99,https://vinchicago.com/wines/6413-detail
November 2017 Newsletter,"Pecchenino ""San Luigi"" Dogliani Dolcetto 2016",,"['90', '91', '90']","(8/31/2017) ""This is the perfect wine to serve when you are making homemade pizzas or barbecuing in the backyard. The 2016 Dogliani San Luigi is packed tight with red fruit intensity and a robust mouthfeel that wraps thickly over the palate. Dolcetto is a very versatile grape with an authentic Italian personality. Drink Date 2017 - 2019.""",13.99,https://vinchicago.com/wines/6381-detail
November 2017 Newsletter,"Domaine Lafage ""Miraflors"" Cotes du Roussillon Rose 2016",,"['91', '90']","(4/2017) Jean-Marc Lafage is an absolute wizard with Rosé and this 2016 hits all the right notes. Blending Mourvedre with Grenache Gris, Miraflors offers plenty of yummy red fruits while maintaining a super-fresh palate. Look for flavors of watermelon, ruby red grapefruit, sour cherry and pomegranate to put a huge smile on your face. The finish is long and oh-so-refreshing. Grab a case and enjoy.",13.99,https://vinchicago.com/wines/Domaine-Lafage-Miraflors-Cotes-du-Roussillon-Rose-2016-750-ML-detail
November 2017 Newsletter,Domaine J Boulon Morgon 2015,,['90'],"(11/2017) An unbelievable price here for a Beaujolais of this quality! The heat of the excellent 2015 vintage in Beaujolais allowed for wines of power and richness. This delicious bottling from Boulon offers up rich aromas and flavors of dark berries (mostly black raspberry), black pepper and mineral. Rich and concentrated, it has a juicy acidity that keeps everything in balance and leads to the soft, long finish.",13.79,https://vinchicago.com/wines/6412-detail
November 2017 Newsletter,Graham Beck Western Cape Brut Rose NV,,['89'],"(5/2017) ""(Disgorged Jan. 2017): Pale silver-pink. Lively, fruit-driven scents of strawberry, raspberry and flowers; I might have picked this blind as Pinot from the nose. Conveys a touch of sweetness but lovely acidity frames the wine's lively red berry and cherry fruit flavors. Not the most refined mousse but easy to drink, and with good backbone and acidity. Finishes with a touch of mineral firmness and very good length. A distinctly open-knit, rather commercial style but very good.""",13.79,https://vinchicago.com/wines/Graham-Beck-Western-Cape-Brut-Rose-NV-750-ML-detail
November 2017 Newsletter,Muga Rioja Blanco 2016,,"['89', '92']","(7/24/2017) ""Extremely perfumed with white peach and sliced apple aromas and hints of stone. Full body, tight and bright. Lovely acidity and intensity. Drink now.""",13.79,https://vinchicago.com/wines/6388-detail
November 2017 Newsletter,La Crema Monterey Chardonnay 2015,"Quoting a price of $20, Wine Spectator calls this a ""Smart Buy."" We've got this gem for six bucks less!",['90'],"(6/15/2017) ""Balanced and fruity, with juicy apricot, pear and guava flavors, accented by spice hints. Creamy notes linger on the pastry-filled finish. Drink now through 2021.""",12.99,https://vinchicago.com/wines/6224-detail
November 2017 Newsletter,"Michel Gassier ""Cercius"" Vieilles Vignes Cotes du Rhone Rouge 2015",,"['90', '90']","(12/2016) ""A blend of 85% Grenache and 15% Syrah that's brought up all in concrete tanks, the 2015 Côtes du Rhône Cercius is a gorgeous, sexy and seamless Southern Rhone that offers loads of sweet cherry, black raspberries, lavender, licorice and Provencal herbs in its medium to full-bodied. hard to resist style. It goes down way too easy, and is a total steal at the price. Buy a case and drink bottles over the coming 2-3 years.""",12.99,https://vinchicago.com/wines/6420-detail
November 2017 Newsletter,"Bodegas Breca ""Breca"" Old Vines Calatayud Garnacha 2014",,"['91', '90']","(8/30/2016) ""The 2014 Breca, which is 100% bush-vine Grenache planted 1900-1940, is another take on this fabulous grape that flourishes in many areas of Spain as well as Southern France. This wine spent 18 months sur lie in 500- to 600-liter French demi-muids. A deep ruby/plum color offers up notes of jammy strawberries, black cherries, raspberries, licorice, underbrush and lavender. It is deep, ripe, medium to full-bodied, heady (must be 14.5-15% natural alcohol) with a long, juicy finish. Drink it over the next 2-3 years.""",Unlisted,https://vinchicago.com/wines/6398-detail
November 2017 Newsletter,"Domaine Lafage ""Cuvee Centenaire"" Cotes du Roussillon Blanc 2016",,['90'],"(4/28/2017) ""A wine that always over-delivers, the 2016 Côtes du Roussillon Centenaire Blanc (Grenache Blanc, Grenache Gris and Roussanne) is fresh and crisp, with medium-bodied notes of citrus, white peach and a hint of pineapple. It's about as quaffable as they come and has real depth and length. Drink it over the coming year.""",12.99,https://vinchicago.com/wines/6397-detail
November 2017 Newsletter,"Domaine Fruitiere ""Gneiss de Bel Abord"" Muscadet Sevre-et-Maine 2016",,['89'],"(11/2017) Aromas of citrus, peach and minerality lead the way on this fresh, crisp bottling from Domaine de la Fruitiere. The character from the Sur Lie aging comes through in the form of a wonderful texture on the palate. A great value from Muscadet!",12.79,https://vinchicago.com/wines/6407-detail
November 2017 Newsletter,Vietti Moscato D'Asti 2016,,['90'],"(11/2017) Every year this is one of the top two or three Moscato d'Asti we taste. Apricot, peach and apple flavors lead the way on this semi-sweet, semi-sparkling, 5.5% ABV treat. It's a fruit salad in a glass.",12.79,https://vinchicago.com/wines/6386-detail
November 2017 Newsletter,"90+ Cellars ""Lot 138 - Chalone Appellation"" Chardonnay 2015",,['90'],"(6/2017) This gorgeous Chardonnay is an out-of-this-world buy. And since Chalone Vineyard is the only winery in this small AVA, there's no doubt where the fruit comes from! Partially barrel-fermented and aged for nine months in French oak, this is an outstanding wine with abundant fruit that wonderfully combines tropical and citrus flavors with a spicy, toasty, woodsy element. Medium in body and full-throttle in deliciousness. You would be very happy if you paid $15-$20 for this. At $11.99, it is ridiculously underpriced.",11.99,https://vinchicago.com/wines/90-Cellars-Lot-138---Chalone-Appellation--Chardonnay-2015-750-ML-detail
November 2017 Newsletter,"Marietta Cellars ""Lot 66"" California Old Vine Red NV",The latest batch of this favorite Zin-based blend has arrived and it's another winner!,['90'],"(4/28/2017) ""The NV Old Vine Red Lot 66 is a multi-vintage red blend from a combination of four vintages: 2013, 2014, 2015, and 2016. A blend of predominately Zinfandel with some Syrah, Petite Sirah and Carignane plus a small amount of Italian varieties. 60% was barrel aged and 40% was aged in tank. Deep garnet-purple colored, it has quite a meaty / gamey nose over a core of warm blackberries, roses, tar and bacon fat plus suggestions of black pepper and anise. Medium-bodied with a good concentration of fruit supported by rounded tannins and lively backbone, it finishes long and earthy. Great value! Drink Date 2017 - 2021.""",11.99,https://vinchicago.com/wines/6419-detail
November 2017 Newsletter,"Bisol ""Jeio"" Prosecco NV",,['88'],"(8/2016) ""Tight bubbles surge through a tide of lemon and saline flavors, creating a fine texture that's balanced by mouthwatering acidity. Refreshing and ready for Wellfleet oysters.""",11.99,https://vinchicago.com/wines/Bisol-Jeio-Prosecco-NV-750-ML-detail
November 2017 Newsletter,"Bodega DiamAndes ""Perlita"" Uco Valley Malbec/Syrah 2016",,"['90', '93']","(6/21/2017) ""A fresh and fruity red with plum and berry character. Medium to full body, refined tannins and a crisp finish. A blend of malbec and syrah. Needs a year or two to come around. Solid. Fantastic value.""",11.79,https://vinchicago.com/wines/6392-detail
November 2017 Newsletter,"Michel Gassier ""Cercius"" Vin de France Blanc 2015","New, lower price!",['89'],"(2/2017) The dream team of Michel Gassier, Philippe Cambie and Eric Solomon have done it again! A blend of 70% Grenache Blanc and 30% Sauvignon Blanc, the 2015 Cercius Blanc was aged for five months on its lees in concrete tanks - creating a richness that belies its price. The beautiful tropical and orchard fruit flavors are complemented by a long, clean mineral finish. Simply outstanding!",10.99,https://vinchicago.com/wines/Michel-Gassier-Cercius-Vin-de-France-Blanc-2015-750-ML-detail
November 2017 Newsletter,Seaside Cellars New Zealand Pinot Noir 2014,We've just reloaded on this top-seller!,['90'],"(10/2016) ""The plush and juicy core of fresh raspberry flavors is impressively transparent and pure, with accents of clove, mineral and tobacco adding a lingering aromatic detail. Drink now through 2026.""",10.99,https://vinchicago.com/wines/Seaside-Cellars-Marlborough-Pinot-Noir-2014-750-ML-detail
